42,Checkpost L Ward (Nehru Nagar),t,2021-10-08 09:24:19.009711+05:30,2021-10-08 09:24:19.009731+05:30,1,
43,Checkpost R South Ward (Kandivali West),t,2021-10-08 09:24:19.012428+05:30,2021-10-08 09:24:19.012447+05:30,1,
44,Checkpost  R Central Ward,t,2021-10-08 09:24:19.014872+05:30,2021-10-08 09:24:19.014891+05:30,1,
45,Checkpost L Ward (Sakinaka),t,2021-10-08 09:24:19.017553+05:30,2021-10-08 09:24:19.017573+05:30,1,
46,Checkpost E Ward (Kamthipura),t,2021-10-08 09:24:19.019968+05:30,2021-10-08 09:24:19.019987+05:30,1,
47,Checkpost L Ward (Yadav Mandai Kurla market),t,2021-10-08 09:24:19.022423+05:30,2021-10-08 09:24:19.022442+05:30,1,
48,Checkpost G South Ward 2 (G/S Ward Office),t,2021-10-08 09:24:19.024812+05:30,2021-10-08 09:24:19.024831+05:30,1,
49,Checkpost S2 Ward (Rajiv Gandhi Maidan),t,2021-10-08 09:24:19.027323+05:30,2021-10-08 09:24:19.027343+05:30,1,
50,Checkpost L Ward (Yadav Mandai BKC Road),t,2021-10-08 09:24:19.029722+05:30,2021-10-08 09:24:19.029744+05:30,1,
51,Checkpost Gnorth Ward 1,t,2021-10-08 09:24:19.032146+05:30,2021-10-08 09:24:19.032167+05:30,1,
52,Checkpost Gnorth Ward 2,t,2021-10-08 09:24:19.034632+05:30,2021-10-08 09:24:19.034652+05:30,1,
53,Checkpost B Ward,t,2021-10-08 09:24:19.037003+05:30,2021-10-08 09:24:19.037022+05:30,1,
54,Checkpost A2 Ward,t,2021-10-08 09:24:19.04021+05:30,2021-10-08 09:24:19.040229+05:30,1,
55,Checkpost C Ward North,t,2021-10-08 09:24:19.04251+05:30,2021-10-08 09:24:19.042529+05:30,1,
56,Checkpost D Ward,t,2021-10-08 09:24:19.044817+05:30,2021-10-08 09:24:19.044837+05:30,1,
57,Checkpost C Ward South,t,2021-10-08 09:24:19.047219+05:30,2021-10-08 09:24:19.047239+05:30,1,
58,M L Chowky F/S,t,2021-10-08 09:24:33.420651+05:30,2021-10-08 09:24:33.420704+05:30,1,
59,M.L. Chowky T-Ward (Mulund),t,2021-10-08 09:24:33.427195+05:30,2021-10-08 09:24:33.427241+05:30,1,
60,M.L. Chowky RN Ward (Borivali West/Dahisar),t,2021-10-08 09:24:33.432262+05:30,2021-10-08 09:24:33.432309+05:30,1,
61,M.L. Chowky P North East Ward (Malad East),t,2021-10-08 09:24:33.43769+05:30,2021-10-08 09:24:33.437737+05:30,1,
62,M.L. Chowky P North West Ward (Malad West),t,2021-10-08 09:24:33.443013+05:30,2021-10-08 09:24:33.443059+05:30,1,
63,M.L. Chowky PSW Ward (Goregaon W),t,2021-10-08 09:24:33.448049+05:30,2021-10-08 09:24:33.448127+05:30,1,
64,ML Chowky N Ward West,t,2021-10-08 09:24:33.453138+05:30,2021-10-08 09:24:33.453224+05:30,1,
65,ML Chowky Kwest Ward 2,t,2021-10-08 09:24:33.458147+05:30,2021-10-08 09:24:33.458195+05:30,1,
66,ML Chowky K East Ward 2,t,2021-10-08 09:24:33.463013+05:30,2021-10-08 09:24:33.463058+05:30,1,
67,M.L. Chowky RCentral Ward,t,2021-10-08 09:24:33.469421+05:30,2021-10-08 09:24:33.469495+05:30,1,
68,ML Chowky K West Ward (Andheri West),t,2021-10-08 09:24:33.474833+05:30,2021-10-08 09:24:33.474876+05:30,1,
69,ML Chowky K East Ward (Andheri East),t,2021-10-08 09:24:33.479259+05:30,2021-10-08 09:24:33.479302+05:30,1,
70,ML Chowky N Ward East,t,2021-10-08 09:24:33.483638+05:30,2021-10-08 09:24:33.483678+05:30,1,
71,M.L. Chowky  S1 Ward (Bhandup Kanjurmarg),t,2021-10-08 09:24:33.488057+05:30,2021-10-08 09:24:33.488122+05:30,1,
72,M.L. Chowky  E Ward (Agripada),t,2021-10-08 09:24:33.49256+05:30,2021-10-08 09:24:33.492601+05:30,1,
73,M.L. Chowky  F North Ward (Wadala),t,2021-10-08 09:24:33.496968+05:30,2021-10-08 09:24:33.497009+05:30,1,
74,M.L. Chowky  G South Ward  2 (G/S Ward Office),t,2021-10-08 09:24:33.501283+05:30,2021-10-08 09:24:33.501324+05:30,1,
75,M.L. Chowky  H east Ward (Khar Santacruz),t,2021-10-08 09:24:33.505632+05:30,2021-10-08 09:24:33.505673+05:30,1,
76,M.L. Chowky  H West Ward (Bandra West),t,2021-10-08 09:24:33.509894+05:30,2021-10-08 09:24:33.509936+05:30,1,
77,M.L. Chowky1  M east Ward (Deonar),t,2021-10-08 09:24:33.514245+05:30,2021-10-08 09:24:33.514286+05:30,1,
78,M.L. Chowky2  M east Ward (Deonar),t,2021-10-08 09:24:33.518452+05:30,2021-10-08 09:24:33.518493+05:30,1,
79,M.L. Chowky  M West Ward (Chembur),t,2021-10-08 09:24:33.5229+05:30,2021-10-08 09:24:33.522947+05:30,1,
80,M.L. Chowky L Ward (Nehru Nagar),t,2021-10-08 09:24:33.527275+05:30,2021-10-08 09:24:33.527316+05:30,1,
81,M.L. Chowky E Ward (Kamathipura),t,2021-10-08 09:24:33.531619+05:30,2021-10-08 09:24:33.531687+05:30,1,
82,M.L. Chowky L Ward (Sakinaka),t,2021-10-08 09:24:33.53592+05:30,2021-10-08 09:24:33.535961+05:30,1,
83,M.L. Chowky L Ward(Yadav Mandai Kurla market),t,2021-10-08 09:24:33.54019+05:30,2021-10-08 09:24:33.540232+05:30,1,
84,M.L. Chowky R South Ward(Kandivali West),t,2021-10-08 09:24:33.544519+05:30,2021-10-08 09:24:33.54456+05:30,1,
85,M.L. Chowky R Central Ward (Borivali),t,2021-10-08 09:24:33.548824+05:30,2021-10-08 09:24:33.548865+05:30,1,
86,M.L. Chowky E ward (ES Patanwala Road),t,2021-10-08 09:24:33.561636+05:30,2021-10-08 09:24:33.561682+05:30,1,
87,M.L. Chowky G South Ward 1 (Chinchpokli),t,2021-10-08 09:24:33.566271+05:30,2021-10-08 09:24:33.566312+05:30,1,
88,M.L. Chowky S2 Ward (Rajiv Gandhi Maidan),t,2021-10-08 09:24:33.570722+05:30,2021-10-08 09:24:33.570763+05:30,1,
89,M.L. Chowky L Ward(Yadav Mandai BKC Road),t,2021-10-08 09:24:33.575114+05:30,2021-10-08 09:24:33.575159+05:30,1,
90,M.L. Chowky P South East Ward (Goregaon E ),t,2021-10-08 09:24:33.579399+05:30,2021-10-08 09:24:33.57944+05:30,1,
91,M.L. Chowky GNorth Ward 2,t,2021-10-08 09:24:33.583595+05:30,2021-10-08 09:24:33.583637+05:30,1,
10,DDG,t,2021-10-21 17:14:21.290684+05:30,2021-10-21 17:14:21.290694+05:30,1,1
212,Dhayarigaon,t,2021-10-22 18:49:30.12712+05:30,2021-10-22 18:49:30.127131+05:30,,
213,Saipuram Corner,t,2021-10-22 18:49:30.131757+05:30,2021-10-22 18:49:30.131769+05:30,,
92,M.L. Chowky GNorth Ward 1,t,2021-10-08 09:24:33.588177+05:30,2021-10-08 09:24:33.588221+05:30,1,
93,M.L. Chowky B Ward,t,2021-10-08 09:24:33.592646+05:30,2021-10-08 09:24:33.592687+05:30,1,
94,M.L. Chowky A2 Ward,t,2021-10-08 09:24:33.597229+05:30,2021-10-08 09:24:33.59727+05:30,1,
95,M.L. Chowky A1 Ward,t,2021-10-08 09:24:33.601849+05:30,2021-10-08 09:24:33.601891+05:30,1,
96,M.L. Chowky C Ward South,t,2021-10-08 09:24:33.60606+05:30,2021-10-08 09:24:33.606128+05:30,1,
97,M.L. Chowky D Ward,t,2021-10-08 09:24:33.610408+05:30,2021-10-08 09:24:33.610449+05:30,1,
98,M.L. Chowky H West Ward 2,t,2021-10-08 09:24:33.61458+05:30,2021-10-08 09:24:33.61462+05:30,1,
99,M.L. Chowky PSE Ward 2,t,2021-10-08 09:24:33.618855+05:30,2021-10-08 09:24:33.618896+05:30,1,
100,M.L. Chowky H East Ward  2,t,2021-10-08 09:24:33.622952+05:30,2021-10-08 09:24:33.622993+05:30,1,
101,M.L. Chowky C Ward North,t,2021-10-08 09:24:33.627174+05:30,2021-10-08 09:24:33.627218+05:30,1,
17,Check Post F/S,t,2021-10-20 23:37:03.327498+05:30,2021-10-20 23:37:03.327511+05:30,1,1
102,xyz_001,t,2021-10-20 23:39:47.944968+05:30,2021-10-20 23:39:47.944995+05:30,,
103,xyz_002,t,2021-10-20 23:39:47.951403+05:30,2021-10-20 23:39:47.951458+05:30,,
104,xyz_003,t,2021-10-20 23:39:47.955298+05:30,2021-10-20 23:39:47.955323+05:30,,
105,xyz_004,t,2021-10-20 23:39:47.958697+05:30,2021-10-20 23:39:47.958723+05:30,,
106,xyz_005,t,2021-10-20 23:39:47.961714+05:30,2021-10-20 23:39:47.96174+05:30,,
107,xyz_006,t,2021-10-20 23:39:47.964717+05:30,2021-10-20 23:39:47.964742+05:30,,
108,xyz_007,t,2021-10-20 23:39:47.967734+05:30,2021-10-20 23:39:47.967758+05:30,,
109,xyz_008,t,2021-10-20 23:39:47.97094+05:30,2021-10-20 23:39:47.970966+05:30,,
110,xyz_009,t,2021-10-20 23:39:47.973905+05:30,2021-10-20 23:39:47.973935+05:30,,
111,xyz_010,t,2021-10-20 23:39:47.976825+05:30,2021-10-20 23:39:47.97685+05:30,,
112,xyz_011,t,2021-10-20 23:39:47.980236+05:30,2021-10-20 23:39:47.980262+05:30,,
113,xyz_012,t,2021-10-20 23:39:47.983303+05:30,2021-10-20 23:39:47.983328+05:30,,
114,otp_001,t,2021-10-20 23:42:33.286404+05:30,2021-10-20 23:42:33.286456+05:30,,
115,otp_002,t,2021-10-20 23:42:33.293421+05:30,2021-10-20 23:42:33.293454+05:30,,
116,otp_003,t,2021-10-20 23:42:33.298061+05:30,2021-10-20 23:42:33.29809+05:30,,
117,otp_004,t,2021-10-20 23:42:33.302354+05:30,2021-10-20 23:42:33.30238+05:30,,
118,otp_005,t,2021-10-20 23:42:33.306433+05:30,2021-10-20 23:42:33.306458+05:30,,
119,otp_006,t,2021-10-20 23:42:33.310858+05:30,2021-10-20 23:42:33.310922+05:30,,
120,otp_007,t,2021-10-20 23:42:33.315298+05:30,2021-10-20 23:42:33.315323+05:30,,
121,otp_008,t,2021-10-20 23:42:33.319303+05:30,2021-10-20 23:42:33.31933+05:30,,
122,xys,t,2021-10-21 16:53:56.163129+05:30,2021-10-21 16:53:56.163159+05:30,1,
123,xcd_001,t,2021-10-21 16:56:43.521577+05:30,2021-10-21 16:56:43.521604+05:30,,
124,xcd_002,t,2021-10-21 16:56:43.526408+05:30,2021-10-21 16:56:43.526434+05:30,,
125,xcd_003,t,2021-10-21 16:56:43.530208+05:30,2021-10-21 16:56:43.530234+05:30,,
126,xcd_004,t,2021-10-21 16:56:43.534114+05:30,2021-10-21 16:56:43.53414+05:30,,
127,xcd_005,t,2021-10-21 16:56:43.538518+05:30,2021-10-21 16:56:43.538543+05:30,,
128,xcd_006,t,2021-10-21 16:56:43.542315+05:30,2021-10-21 16:56:43.542341+05:30,,
129,xcd_007,t,2021-10-21 16:56:43.545978+05:30,2021-10-21 16:56:43.546003+05:30,,
130,xcd_008,t,2021-10-21 16:56:43.549565+05:30,2021-10-21 16:56:43.54959+05:30,,
131,xcd_009,t,2021-10-21 16:56:43.553132+05:30,2021-10-21 16:56:43.553203+05:30,,
132,240L,t,2021-10-21 18:25:46.857575+05:30,2021-10-21 18:25:46.857589+05:30,1,1
133,pn2b1024_001,t,2021-10-21 18:29:59.031212+05:30,2021-10-21 18:29:59.031229+05:30,,
134,pn2b1024_002,t,2021-10-21 18:29:59.035917+05:30,2021-10-21 18:29:59.035932+05:30,,
135,pn2b1024_003,t,2021-10-21 18:29:59.038851+05:30,2021-10-21 18:29:59.038866+05:30,,
136,pn2b1024_004,t,2021-10-21 18:29:59.041852+05:30,2021-10-21 18:29:59.041866+05:30,,
137,pn2b1024_005,t,2021-10-21 18:29:59.044798+05:30,2021-10-21 18:29:59.044813+05:30,,
138,pn2b1024_006,t,2021-10-21 18:29:59.047917+05:30,2021-10-21 18:29:59.047932+05:30,,
139,pn2b1024_007,t,2021-10-21 18:29:59.051428+05:30,2021-10-21 18:29:59.051443+05:30,,
140,pn2b1024_008,t,2021-10-21 18:29:59.054131+05:30,2021-10-21 18:29:59.054145+05:30,,
141,pn2b1024_009,t,2021-10-21 18:29:59.056778+05:30,2021-10-21 18:29:59.056792+05:30,,
142,pn2b1024_010,t,2021-10-21 18:29:59.059494+05:30,2021-10-21 18:29:59.059508+05:30,,
143,pn2b1024_011,t,2021-10-21 18:29:59.06248+05:30,2021-10-21 18:29:59.062495+05:30,,
144,mcl3 a ward,t,2021-10-21 18:44:51.972495+05:30,2021-10-21 18:44:51.972508+05:30,1,1
145,Swargate,t,2021-10-22 18:49:29.821626+05:30,2021-10-22 18:49:29.821637+05:30,,
146,Lakshminarayan,t,2021-10-22 18:49:29.829693+05:30,2021-10-22 18:49:29.829704+05:30,,
147,ST Colony,t,2021-10-22 18:49:29.836921+05:30,2021-10-22 18:49:29.836946+05:30,,
148,Bhapkar Petrol Pump,t,2021-10-22 18:49:29.844133+05:30,2021-10-22 18:49:29.844158+05:30,,
149,Aranyeshwar Corner,t,2021-10-22 18:49:29.851586+05:30,2021-10-22 18:49:29.851614+05:30,,
150,Natubaug,t,2021-10-22 18:49:29.858645+05:30,2021-10-22 18:49:29.85867+05:30,,
151,Padmawati,t,2021-10-22 18:49:29.866117+05:30,2021-10-22 18:49:29.866142+05:30,,
152,Shankar Maharaj Math,t,2021-10-22 18:49:29.873383+05:30,2021-10-22 18:49:29.873409+05:30,,
153,Balajinagar,t,2021-10-22 18:49:29.880246+05:30,2021-10-22 18:49:29.880271+05:30,,
154,Bharati Vidyapeeth Gate,t,2021-10-22 18:49:29.887287+05:30,2021-10-22 18:49:29.887312+05:30,,
155,Sarpodyan,t,2021-10-22 18:49:29.894826+05:30,2021-10-22 18:49:29.894852+05:30,,
156,Morebaug,t,2021-10-22 18:49:29.902236+05:30,2021-10-22 18:49:29.902261+05:30,,
157,Katraj,t,2021-10-22 18:49:29.909468+05:30,2021-10-22 18:49:29.909494+05:30,,
158,Katraj,t,2021-10-22 18:49:29.915877+05:30,2021-10-22 18:49:29.915902+05:30,,
159,Morebaug,t,2021-10-22 18:49:29.921579+05:30,2021-10-22 18:49:29.921609+05:30,,
160,Sarpodyan,t,2021-10-22 18:49:29.927655+05:30,2021-10-22 18:49:29.92768+05:30,,
161,Bharati Vidyapeeth Gate,t,2021-10-22 18:49:29.93298+05:30,2021-10-22 18:49:29.932997+05:30,,
162,Balajinagar,t,2021-10-22 18:49:29.937517+05:30,2021-10-22 18:49:29.937534+05:30,,
163,Shankar Maharaj Math,t,2021-10-22 18:49:29.942082+05:30,2021-10-22 18:49:29.942099+05:30,,
164,Padmawati,t,2021-10-22 18:49:29.946474+05:30,2021-10-22 18:49:29.94649+05:30,,
165,Natubaug,t,2021-10-22 18:49:29.951105+05:30,2021-10-22 18:49:29.951122+05:30,,
166,Aranyeshwar Corner,t,2021-10-22 18:49:29.955482+05:30,2021-10-22 18:49:29.955499+05:30,,
167,Bhapkar Petrol Pump,t,2021-10-22 18:49:29.959772+05:30,2021-10-22 18:49:29.959789+05:30,,
168,ST Colony,t,2021-10-22 18:49:29.964086+05:30,2021-10-22 18:49:29.964102+05:30,,
169,Lakshminarayan,t,2021-10-22 18:49:29.968429+05:30,2021-10-22 18:49:29.968446+05:30,,
170,Swargate,t,2021-10-22 18:49:29.972978+05:30,2021-10-22 18:49:29.972995+05:30,,
171,Natraj Stand,t,2021-10-22 18:49:29.977302+05:30,2021-10-22 18:49:29.977318+05:30,,
172,Parvati Payatha,t,2021-10-22 18:49:29.981608+05:30,2021-10-22 18:49:29.981625+05:30,,
173,Dandekar Pul,t,2021-10-22 18:49:29.986013+05:30,2021-10-22 18:49:29.98603+05:30,,
174,Panmala,t,2021-10-22 18:49:29.990411+05:30,2021-10-22 18:49:29.990428+05:30,,
175,Parvati Jalshuddhikaran Kendra,t,2021-10-22 18:49:29.994409+05:30,2021-10-22 18:49:29.994421+05:30,,
176,Ganeshmala,t,2021-10-22 18:49:29.997864+05:30,2021-10-22 18:49:29.997876+05:30,,
177,PL Deshpande Udyan,t,2021-10-22 18:49:30.001299+05:30,2021-10-22 18:49:30.00131+05:30,,
178,Vitthalwadi Jakat Naka,t,2021-10-22 18:49:30.004743+05:30,2021-10-22 18:49:30.004755+05:30,,
179,Saritanagari,t,2021-10-22 18:49:30.008188+05:30,2021-10-22 18:49:30.008199+05:30,,
180,Shaniwarwada Stand,t,2021-10-22 18:49:30.011871+05:30,2021-10-22 18:49:30.011883+05:30,,
181,Kasba Peth Police Chowky,t,2021-10-22 18:49:30.01543+05:30,2021-10-22 18:49:30.015442+05:30,,
182,Vasant Talkies,t,2021-10-22 18:49:30.019003+05:30,2021-10-22 18:49:30.019015+05:30,,
183,Ganpati Chowk Laxmi Road,t,2021-10-22 18:49:30.022483+05:30,2021-10-22 18:49:30.022495+05:30,,
184,Common Wealth,t,2021-10-22 18:49:30.025943+05:30,2021-10-22 18:49:30.025955+05:30,,
185,Gokhale Hall,t,2021-10-22 18:49:30.029446+05:30,2021-10-22 18:49:30.029458+05:30,,
186,Vijay Talkies,t,2021-10-22 18:49:30.033022+05:30,2021-10-22 18:49:30.033033+05:30,,
187,Kulkarni Petrol Pump,t,2021-10-22 18:49:30.036611+05:30,2021-10-22 18:49:30.036623+05:30,,
188,Ganjavewadi,t,2021-10-22 18:49:30.0401+05:30,2021-10-22 18:49:30.040111+05:30,,
189,Prakash Chicken Center,t,2021-10-22 18:49:30.043588+05:30,2021-10-22 18:49:30.043599+05:30,,
190,Lokmanyanagar,t,2021-10-22 18:49:30.047135+05:30,2021-10-22 18:49:30.047147+05:30,,
191,Panmala,t,2021-10-22 18:49:30.05086+05:30,2021-10-22 18:49:30.050872+05:30,,
192,Parvati Jalshuddhikaran Kendra,t,2021-10-22 18:49:30.054374+05:30,2021-10-22 18:49:30.054385+05:30,,
193,Ganeshmala,t,2021-10-22 18:49:30.057908+05:30,2021-10-22 18:49:30.05792+05:30,,
194,PL Deshpande Udyan,t,2021-10-22 18:49:30.061395+05:30,2021-10-22 18:49:30.061406+05:30,,
195,Vitthalwadi Jakat Naka,t,2021-10-22 18:49:30.064881+05:30,2021-10-22 18:49:30.064893+05:30,,
196,Jaidevnagar,t,2021-10-22 18:49:30.068573+05:30,2021-10-22 18:49:30.068586+05:30,,
197,Rajaram Pul,t,2021-10-22 18:49:30.071968+05:30,2021-10-22 18:49:30.071979+05:30,,
198,Vitthalwadi Sinhagad Road,t,2021-10-22 18:49:30.075376+05:30,2021-10-22 18:49:30.075387+05:30,,
199,Hingne,t,2021-10-22 18:49:30.078846+05:30,2021-10-22 18:49:30.078857+05:30,,
200,Anandnagar Sinhagad Road,t,2021-10-22 18:49:30.082301+05:30,2021-10-22 18:49:30.082312+05:30,,
201,Ganesh Park,t,2021-10-22 18:49:30.085986+05:30,2021-10-22 18:49:30.085998+05:30,,
202,Manikbaug,t,2021-10-22 18:49:30.089374+05:30,2021-10-22 18:49:30.089386+05:30,,
203,Indian Hume Pipe,t,2021-10-22 18:49:30.092876+05:30,2021-10-22 18:49:30.092887+05:30,,
204,Fun Time,t,2021-10-22 18:49:30.096359+05:30,2021-10-22 18:49:30.09637+05:30,,
205,Vadgaon Bk Phata,t,2021-10-22 18:49:30.099774+05:30,2021-10-22 18:49:30.099785+05:30,,
206,Patil Colony,t,2021-10-22 18:49:30.103327+05:30,2021-10-22 18:49:30.103338+05:30,,
207,Dhayari Phata,t,2021-10-22 18:49:30.106874+05:30,2021-10-22 18:49:30.106886+05:30,,
208,Garmal,t,2021-10-22 18:49:30.11095+05:30,2021-10-22 18:49:30.110962+05:30,,
209,Raykarvasti,t,2021-10-22 18:49:30.11493+05:30,2021-10-22 18:49:30.114942+05:30,,
210,Poultry Farm Dhayari,t,2021-10-22 18:49:30.118911+05:30,2021-10-22 18:49:30.118922+05:30,,
211,Ganeshnagar Dhayari,t,2021-10-22 18:49:30.123118+05:30,2021-10-22 18:49:30.12313+05:30,,
214,Benkarvasti,t,2021-10-22 18:49:30.135735+05:30,2021-10-22 18:49:30.135747+05:30,,
215,Dhayareshwar Mandir,t,2021-10-22 18:49:30.1398+05:30,2021-10-22 18:49:30.139812+05:30,,
216,Dhayari Maruti Mandir,t,2021-10-22 18:49:30.143891+05:30,2021-10-22 18:49:30.143903+05:30,,
217,Natraj Stand,t,2021-10-22 18:49:30.147956+05:30,2021-10-22 18:49:30.147968+05:30,,
218,Lakshminarayan,t,2021-10-22 18:49:30.151923+05:30,2021-10-22 18:49:30.151934+05:30,,
219,ST Colony,t,2021-10-22 18:49:30.155842+05:30,2021-10-22 18:49:30.155853+05:30,,
220,Bhapkar Petrol Pump,t,2021-10-22 18:49:30.159802+05:30,2021-10-22 18:49:30.159814+05:30,,
221,Bhaji Market,t,2021-10-22 18:49:30.163726+05:30,2021-10-22 18:49:30.163738+05:30,,
222,Shivaji Maharaj Putla Marketyard,t,2021-10-22 18:49:30.168076+05:30,2021-10-22 18:49:30.168092+05:30,,
223,Godown Gultekdi,t,2021-10-22 18:49:30.173255+05:30,2021-10-22 18:49:30.173272+05:30,,
224,Marketyard,t,2021-10-22 18:49:30.178268+05:30,2021-10-22 18:49:30.178285+05:30,,
225,Marketyard,t,2021-10-22 18:49:30.183207+05:30,2021-10-22 18:49:30.183223+05:30,,
226,Godown Gultekdi,t,2021-10-22 18:49:30.188209+05:30,2021-10-22 18:49:30.188225+05:30,,
227,Shivaji Maharaj Putla Marketyard,t,2021-10-22 18:49:30.193537+05:30,2021-10-22 18:49:30.193575+05:30,,
228,Bhaji Market,t,2021-10-22 18:49:30.198513+05:30,2021-10-22 18:49:30.19853+05:30,,
229,Bhapkar Petrol Pump,t,2021-10-22 18:49:30.203503+05:30,2021-10-22 18:49:30.20352+05:30,,
230,ST Colony,t,2021-10-22 18:49:30.208444+05:30,2021-10-22 18:49:30.208461+05:30,,
231,Lakshminarayan,t,2021-10-22 18:49:30.213474+05:30,2021-10-22 18:49:30.213491+05:30,,
232,Natraj Stand,t,2021-10-22 18:49:30.218617+05:30,2021-10-22 18:49:30.218634+05:30,,
233,Indoorance System Chakan Mhalunge,t,2021-10-22 18:49:30.223461+05:30,2021-10-22 18:49:30.223478+05:30,,
234,Suvarna Fabricators,t,2021-10-22 18:49:30.228265+05:30,2021-10-22 18:49:30.228282+05:30,,
235,MIDC Phata,t,2021-10-22 18:49:30.233101+05:30,2021-10-22 18:49:30.233118+05:30,,
236,Chakan Mhalunge Phata,t,2021-10-22 18:49:30.238049+05:30,2021-10-22 18:49:30.238066+05:30,,
237,Lumax Company,t,2021-10-22 18:49:30.243131+05:30,2021-10-22 18:49:30.243147+05:30,,
238,Cores Company,t,2021-10-22 18:49:30.248054+05:30,2021-10-22 18:49:30.24807+05:30,,
239,IBP Pump,t,2021-10-22 18:49:30.252963+05:30,2021-10-22 18:49:30.25298+05:30,,
240,Pancharatna Complex,t,2021-10-22 18:49:30.257869+05:30,2021-10-22 18:49:30.257886+05:30,,
