id,imei,sim,wnld_tag,is_active,created_at,updated_at,created_by_id,updated_by_id,vehicle_id
2014,868325025291305,7045109756,E251446E6574000000003583,t,2022-01-20 23:01:37.424923+05:30,2022-01-20 23:01:37.424938+05:30,1,,1987
2015,868325025366800,7045108457,E251446E6574000000003511,t,2022-01-20 23:01:37.426111+05:30,2022-01-20 23:01:37.426126+05:30,1,,1986
2016,868325025291487,7045114462,E251446E6574000000003588,t,2022-01-20 23:01:37.427323+05:30,2022-01-20 23:01:37.427339+05:30,1,,2062
2017,868325025256233,7045115317,E251446E6574000000003592,t,2022-01-20 23:01:37.428442+05:30,2022-01-20 23:01:37.428457+05:30,1,,2068
2018,868325025368764,7045128054,E251446E6574000000003501,t,2022-01-20 23:01:37.429701+05:30,2022-01-20 23:01:37.429716+05:30,1,,2053
2019,868325025348758,7045121720,E251446E6574000000003551,t,2022-01-20 23:01:37.430835+05:30,2022-01-20 23:01:37.430849+05:30,1,,1992
2020,868325025291164,7045126530,E251446E6574000000003581,t,2022-01-20 23:01:37.431952+05:30,2022-01-20 23:01:37.431967+05:30,1,,1988
2021,868325025301427,7045128808,E251446E6574000000003595,t,2022-01-20 23:01:37.433031+05:30,2022-01-20 23:01:37.433045+05:30,1,,2060
2022,868325020173839,7045130308,E251446E6574000000003579,t,2022-01-20 23:01:37.434278+05:30,2022-01-20 23:01:37.43431+05:30,1,,2011
2023,868325025371826,7045124281,E251446E6574000000003548,t,2022-01-20 23:01:37.435366+05:30,2022-01-20 23:01:37.43538+05:30,1,,2013
2024,868325025294713,7045124904,E251446E6574000000003481,t,2022-01-20 23:01:37.436585+05:30,2022-01-20 23:01:37.436599+05:30,1,,2059
2025,868325025370166,7045118084,E251446E6574000000003556,t,2022-01-20 23:01:37.437765+05:30,2022-01-20 23:01:37.437779+05:30,1,,1989
2026,868325025369515,7045540337,E251446E6574000000003508,t,2022-01-20 23:01:37.43898+05:30,2022-01-20 23:01:37.438995+05:30,1,,2000
2027,868325025367402,7045540226,E251446E6574000000003604,t,2022-01-20 23:01:37.440096+05:30,2022-01-20 23:01:37.440111+05:30,1,,2050
2028,868325025370281,7045540141,E251446E6574000000003601,t,2022-01-20 23:01:37.441206+05:30,2022-01-20 23:01:37.44122+05:30,1,,2066
2029,868325025384126,7045539902,E251446E6574000000003509,t,2022-01-20 23:01:37.442327+05:30,2022-01-20 23:01:37.442342+05:30,1,,2005
2030,868325025366404,7045539458,E251446E6574000000003577,t,2022-01-20 23:01:37.443631+05:30,2022-01-20 23:01:37.443645+05:30,1,,1990
2031,868325025371644,7045539627,E251446E6574000000003471,t,2022-01-20 23:01:37.44473+05:30,2022-01-20 23:01:37.444744+05:30,1,,2051
2032,869867030122651,7045140110,,t,2022-01-20 23:01:37.445814+05:30,2022-01-20 23:01:37.445828+05:30,1,,1965
2033,869867030125720,7045165707,,t,2022-01-20 23:01:37.446884+05:30,2022-01-20 23:01:37.446898+05:30,1,,1955
2034,869867030122289,7045157055,E20000173805024815007D87,t,2022-01-20 23:01:37.448022+05:30,2022-01-20 23:01:37.448036+05:30,1,,2039
2035,869867030121141,7045176474,E20000173805026214908153,t,2022-01-20 23:01:37.449103+05:30,2022-01-20 23:01:37.449117+05:30,1,,2026
2036,868325025428022,7045540631,E251446E6574000000003587,t,2022-01-20 23:01:37.45022+05:30,2022-01-20 23:01:37.450234+05:30,1,,2049
2037,868325025385479,7045540520,E251446E6574000000003502,t,2022-01-20 23:01:37.451311+05:30,2022-01-20 23:01:37.451328+05:30,1,,2072
2038,868325025385008,7045539379,E251446E6574000000003578,t,2022-01-20 23:01:37.452543+05:30,2022-01-20 23:01:37.452558+05:30,1,,2012
2039,868325025349806,7045539572,E251446E6574000000003474,t,2022-01-20 23:01:37.45364+05:30,2022-01-20 23:01:37.453654+05:30,1,,2071
2040,868325025255722,7045539345,E251446E6574000000003590,t,2022-01-20 23:01:37.454707+05:30,2022-01-20 23:01:37.454722+05:30,1,,2004
2041,868325025367964,7045540583,E251446E6574000000003586,t,2022-01-20 23:01:37.455819+05:30,2022-01-20 23:01:37.455833+05:30,1,,2070
2042,868325025370869,7045539490,E251446E6574000000003576,t,2022-01-20 23:01:37.457015+05:30,2022-01-20 23:01:37.457029+05:30,1,,1984
2043,868325025381353,7045540181,E251446E6574000000003552,t,2022-01-20 23:01:37.45816+05:30,2022-01-20 23:01:37.458174+05:30,1,,2014
2044,868325025291123,7045539498,E251446E6574000000003512,t,2022-01-20 23:01:37.459227+05:30,2022-01-20 23:01:37.459242+05:30,1,,2018
2045,868325025332141,7045539938,E251446E6574000000003475,t,2022-01-20 23:01:37.460317+05:30,2022-01-20 23:01:37.460333+05:30,1,,2054
2046,868325025367998,7045539489,E251446E6574000000003513,t,2022-01-20 23:01:37.461595+05:30,2022-01-20 23:01:37.461609+05:30,1,,2021
2047,868325025384688,7045540655,E251446E6574000000003498,t,2022-01-20 23:01:37.462714+05:30,2022-01-20 23:01:37.462728+05:30,1,,1998
2048,868325025348816,7045539294,E251446E6574000000003600,t,2022-01-20 23:01:37.463805+05:30,2022-01-20 23:01:37.463819+05:30,1,,2058
2049,868325025348873,7045541925,E251446E6574000000003585,t,2022-01-20 23:01:37.46491+05:30,2022-01-20 23:01:37.464924+05:30,1,,2069
2050,868325025332042,7045541995,E251446E6574000000003559,t,2022-01-20 23:01:37.466082+05:30,2022-01-20 23:01:37.466096+05:30,1,,2008
2051,868325025361454,7045542136,E251446E6574000000003598,t,2022-01-20 23:01:37.467179+05:30,2022-01-20 23:01:37.467193+05:30,1,,2064
2052,868325025291511,7045542245,E251446E6574000000003503,t,2022-01-20 23:01:37.468274+05:30,2022-01-20 23:01:37.468288+05:30,1,,2002
2053,868325025291719,7045542289,E251446E6574000000003514,t,2022-01-20 23:01:37.46942+05:30,2022-01-20 23:01:37.469434+05:30,1,,1996
2054,868325025361470,7045539131,E251446E6574000000003504,t,2022-01-20 23:01:37.470734+05:30,2022-01-20 23:01:37.47075+05:30,1,,1997
2055,869867030125597,7045161679,,t,2022-01-20 23:01:37.471888+05:30,2022-01-20 23:01:37.471902+05:30,1,,1977
2056,869867030121984,7045137667,E20000173805021615007DC7,t,2022-01-20 23:01:37.473104+05:30,2022-01-20 23:01:37.473118+05:30,1,,1952
2057,869867030121752,7045143683,,t,2022-01-20 23:01:37.474245+05:30,2022-01-20 23:01:37.474259+05:30,1,,2048
2058,869867030132312,7045172556,,t,2022-01-20 23:01:37.475473+05:30,2022-01-20 23:01:37.475515+05:30,1,,1970
2059,869867030125308,7045171497,,t,2022-01-20 23:01:37.477042+05:30,2022-01-20 23:01:37.477066+05:30,1,,2032
2060,868325025358815,7045541505,E251446E6574000000003507,t,2022-01-20 23:01:37.478613+05:30,2022-01-20 23:01:37.478636+05:30,1,,2009
2061,869867030790168,9769221974,,t,2022-01-20 23:01:37.47997+05:30,2022-01-20 23:01:37.479992+05:30,1,,1976
2062,869867030790341,7045181397,E20000173805019315007E00,t,2022-01-20 23:01:37.481606+05:30,2022-01-20 23:01:37.481628+05:30,1,,1948
2063,869867030790333,7045543091,,t,2022-01-20 23:01:37.482941+05:30,2022-01-20 23:01:37.482964+05:30,1,,1950
2064,869867030126124,7045151251,,t,2022-01-20 23:01:37.484333+05:30,2022-01-20 23:01:37.484359+05:30,1,,1973
2065,869867030790291,7045187542,,t,2022-01-20 23:01:37.485739+05:30,2022-01-20 23:01:37.485764+05:30,1,,2035
2066,868325025365885,9769229306,E251446E6574000000003555,t,2022-01-20 23:01:37.487114+05:30,2022-01-20 23:01:37.487135+05:30,1,,1985
2067,868325025348824,7045539341,E251446E6574000000003557,t,2022-01-20 23:01:37.488405+05:30,2022-01-20 23:01:37.488426+05:30,1,,1999
2068,868325025348964,7045541967,E251446E6574000000003599,t,2022-01-20 23:01:37.489791+05:30,2022-01-20 23:01:37.489812+05:30,1,,2057
2069,869867030122552,7045542787,,t,2022-01-20 23:01:37.491114+05:30,2022-01-20 23:01:37.491136+05:30,1,,2025
2070,869867030116117,7045542489,,t,2022-01-20 23:01:37.492634+05:30,2022-01-20 23:01:37.492655+05:30,1,,2031
2071,868325025311631,7045539177,E251446E6574000000003550,t,2022-01-20 23:01:37.493917+05:30,2022-01-20 23:01:37.493937+05:30,1,,1993
2072,868325025348774,7045541674,E251446E6574000000003558,t,2022-01-20 23:01:37.495571+05:30,2022-01-20 23:01:37.495592+05:30,1,,2006
2073,869867030121349,7045133073,,t,2022-01-20 23:01:37.49699+05:30,2022-01-20 23:01:37.497011+05:30,1,,1969
2074,869867030126009,7045182165,,t,2022-01-20 23:01:37.498342+05:30,2022-01-20 23:01:37.498363+05:30,1,,2037
2075,869867030116414,7045543093,E251446E6574000000000426,t,2022-01-20 23:01:37.499659+05:30,2022-01-20 23:01:37.499679+05:30,1,,2027
2076,869867030790176,9769240480,,t,2022-01-20 23:01:37.500958+05:30,2022-01-20 23:01:37.500979+05:30,1,,2036
2077,869867030116562,7045154245,,t,2022-01-20 23:01:37.502224+05:30,2022-01-20 23:01:37.502245+05:30,1,,1974
2078,869867030125399,7045160804,E20000173805020215007DE8,t,2022-01-20 23:01:37.503583+05:30,2022-01-20 23:01:37.503604+05:30,1,,1961
2079,869867030790127,9769241948,,t,2022-01-20 23:01:37.504934+05:30,2022-01-20 23:01:37.504955+05:30,1,,1953
2080,869867030122461,7045148318,,t,2022-01-20 23:01:37.506271+05:30,2022-01-20 23:01:37.506318+05:30,1,,1949
2081,868325025418528,7506857158,,t,2022-01-20 23:01:37.507558+05:30,2022-01-20 23:01:37.507578+05:30,1,,1957
2082,869867030122008,7045189055,E20000173805024215007D98,t,2022-01-20 23:01:37.508848+05:30,2022-01-20 23:01:37.508868+05:30,1,,1968
2083,869867030121190,7045163788,E20000173805021915007DBD,t,2022-01-20 23:01:37.510175+05:30,2022-01-20 23:01:37.510196+05:30,1,,1979
2084,868325025384316,7045539135,E2000017380502311488811B,t,2022-01-20 23:01:37.511531+05:30,2022-01-20 23:01:37.511551+05:30,1,,2024
2085,868325025295439,7045539039,E251446E6574000000003602,t,2022-01-20 23:01:37.512777+05:30,2022-01-20 23:01:37.512797+05:30,1,,2055
2086,868325025332216,7045537225,,t,2022-01-20 23:01:37.514028+05:30,2022-01-20 23:01:37.514049+05:30,1,,2029
2087,869867030790051,7506841861,,t,2022-01-20 23:01:37.515459+05:30,2022-01-20 23:01:37.51548+05:30,1,,1980
2088,869867030122107,7045186221,,t,2022-01-20 23:01:37.51683+05:30,2022-01-20 23:01:37.516851+05:30,1,,1981
2089,869867030210381,7045542339,,t,2022-01-20 23:01:37.518151+05:30,2022-01-20 23:01:37.518173+05:30,1,,1972
2090,869867030116208,7045170526,,t,2022-01-20 23:01:37.519452+05:30,2022-01-20 23:01:37.519473+05:30,1,,2033
2091,869867030116133,7045542384,,t,2022-01-20 23:01:37.520824+05:30,2022-01-20 23:01:37.520844+05:30,1,,2043
2092,868325025366164,9769243769,E251446E6574000000003515,t,2022-01-20 23:01:37.522095+05:30,2022-01-20 23:01:37.522115+05:30,1,,1991
2093,868325025384100,7045537597,E20000197603013915107B8D,t,2022-01-20 23:01:37.523433+05:30,2022-01-20 23:01:37.523454+05:30,1,,1561
2094,868325025379233,9819498275,,t,2022-01-20 23:01:37.524731+05:30,2022-01-20 23:01:37.524752+05:30,1,,1515
2095,868325025374127,9819509421,E2000019760302661120A863,t,2022-01-20 23:01:37.526021+05:30,2022-01-20 23:01:37.526042+05:30,1,,1566
2096,868325025380678,9819511971,,t,2022-01-20 23:01:37.527452+05:30,2022-01-20 23:01:37.527472+05:30,1,,1548
2097,868325025388267,9819514740,,t,2022-01-20 23:01:37.528766+05:30,2022-01-20 23:01:37.528786+05:30,1,,1544
2098,868325025368145,9819520743,E20000197603001315007EDE,t,2022-01-20 23:01:37.530041+05:30,2022-01-20 23:01:37.530061+05:30,1,,1558
2099,868325025366446,9819534726,,t,2022-01-20 23:01:37.531399+05:30,2022-01-20 23:01:37.53142+05:30,1,,1514
2100,868325025413602,9819547239,E2000019760302301120A8A1,t,2022-01-20 23:01:37.532787+05:30,2022-01-20 23:01:37.532808+05:30,1,,1569
2101,868325025294689,9819539195,E200414484010087171062EF,t,2022-01-20 23:01:37.534075+05:30,2022-01-20 23:01:37.534095+05:30,1,,1556
2102,868325025427115,9819559837,E2000019760302841120A844,t,2022-01-20 23:01:37.535384+05:30,2022-01-20 23:01:37.535405+05:30,1,,1564
2103,868325025421068,9819579575,E20000197603015014308457,t,2022-01-20 23:01:37.536668+05:30,2022-01-20 23:01:37.536688+05:30,1,,1560
2104,868325025348881,9819582726,E2000019760302561120A872,t,2022-01-20 23:01:37.538122+05:30,2022-01-20 23:01:37.538143+05:30,1,,1559
2105,868325025257603,9819597087,E20000197603006115107AEE,t,2022-01-20 23:01:37.539379+05:30,2022-01-20 23:01:37.5394+05:30,1,,1565
2106,868325025380660,9819601739,E2000019760301091020B20E,t,2022-01-20 23:01:37.5407+05:30,2022-01-20 23:01:37.540721+05:30,1,,1563
2107,868325025349830,9819617824,E20000197603016114308470,t,2022-01-20 23:01:37.541962+05:30,2022-01-20 23:01:37.541982+05:30,1,,1562
2108,868325025409766,9819623134,E2004144840101141100A59E,t,2022-01-20 23:01:37.543354+05:30,2022-01-20 23:01:37.543374+05:30,1,,1568
2109,868325025382468,9819639583,,t,2022-01-20 23:01:37.544671+05:30,2022-01-20 23:01:37.544692+05:30,1,,1545
2110,868325025291453,9819643915,E2000019760301141020B208,t,2022-01-20 23:01:37.545979+05:30,2022-01-20 23:01:37.545999+05:30,1,,1567
2111,868325025349913,9819641827,E251446E6574000000000369,t,2022-01-20 23:01:37.547255+05:30,2022-01-20 23:01:37.547276+05:30,1,,1511
2112,868325025255896,9819646714,E2000019760302461120A881,t,2022-01-20 23:01:37.548758+05:30,2022-01-20 23:01:37.548778+05:30,1,,1557
2113,869867030116273,7045149209,,t,2022-01-20 23:01:37.55004+05:30,2022-01-20 23:01:37.550061+05:30,1,,1509
2114,869867030790689,7506849283,,t,2022-01-20 23:01:37.551336+05:30,2022-01-20 23:01:37.551362+05:30,1,,1533
2115,869867030790317,7506842646,,t,2022-01-20 23:01:37.552633+05:30,2022-01-20 23:01:37.552654+05:30,1,,1534
2116,869867030790150,7506830355,,t,2022-01-20 23:01:37.553939+05:30,2022-01-20 23:01:37.553959+05:30,1,,1506
2117,869867030790036,7506852036,,t,2022-01-20 23:01:37.555193+05:30,2022-01-20 23:01:37.555214+05:30,1,,1535
2118,869867030790226,7506847048,,t,2022-01-20 23:01:37.556472+05:30,2022-01-20 23:01:37.556493+05:30,1,,1543
2119,869867030790200,7506833136,,t,2022-01-20 23:01:37.557775+05:30,2022-01-20 23:01:37.557795+05:30,1,,1536
2120,869867030790085,9769227498,E251446E6574000000000370,t,2022-01-20 23:01:37.559077+05:30,2022-01-20 23:01:37.559091+05:30,1,,1505
2121,869867030116554,7045134901,,t,2022-01-20 23:01:37.56021+05:30,2022-01-20 23:01:37.560224+05:30,1,,1964
2122,869867030116125,7045147144,,t,2022-01-20 23:01:37.561356+05:30,2022-01-20 23:01:37.56137+05:30,1,,1958
2123,868325025348840,7045539382,E251446E6574000000003554,t,2022-01-20 23:01:37.562455+05:30,2022-01-20 23:01:37.562469+05:30,1,,2003
2124,868325025331465,7045539260,E251446E6574000000003596,t,2022-01-20 23:01:37.563651+05:30,2022-01-20 23:01:37.563666+05:30,1,,2061
2125,868325025370398,7045106989,E251446E6574000000003560,t,2022-01-20 23:01:37.564745+05:30,2022-01-20 23:01:37.56476+05:30,1,,2007
2126,861074024336896,9819615504,,t,2022-01-20 23:01:37.565826+05:30,2022-01-20 23:01:37.565841+05:30,1,,2075
2127,868325025298557,7045123140,E20000173805021914908109,t,2022-01-20 23:01:37.566905+05:30,2022-01-20 23:01:37.566919+05:30,1,,2067
2128,868325020154987,9769247012,E20000173805024814908134,t,2022-01-20 23:01:37.568147+05:30,2022-01-20 23:01:37.568162+05:30,1,,1954
2129,861074024340914,9819613557,,t,2022-01-20 23:01:37.56927+05:30,2022-01-20 23:01:37.569286+05:30,1,,1956
2130,861074024337894,9819611619,,t,2022-01-20 23:01:37.570414+05:30,2022-01-20 23:01:37.570429+05:30,1,,1978
2131,868325025368111,7045541128,E251446E6574000000003506,t,2022-01-20 23:01:37.571527+05:30,2022-01-20 23:01:37.571541+05:30,1,,2001
2132,869867030132536,7045191073,,t,2022-01-20 23:01:37.572657+05:30,2022-01-20 23:01:37.572672+05:30,1,,2047
2133,869867030121356,7045158935,,t,2022-01-20 23:01:37.573808+05:30,2022-01-20 23:01:37.573823+05:30,1,,1516
2134,869867030116539,7506850554,,t,2022-01-20 23:01:37.574904+05:30,2022-01-20 23:01:37.574919+05:30,1,,1510
2135,869867030132247,7045150247,,t,2022-01-20 23:01:37.575983+05:30,2022-01-20 23:01:37.575997+05:30,1,,1537
2136,869867030126173,7506859441,,t,2022-01-20 23:01:37.577107+05:30,2022-01-20 23:01:37.577121+05:30,1,,1538
2137,869867030790242,7506834528,,t,2022-01-20 23:01:37.578384+05:30,2022-01-20 23:01:37.578398+05:30,1,,1539
2138,868325025382526,9819628469,,t,2022-01-20 23:01:37.579472+05:30,2022-01-20 23:01:37.579486+05:30,1,,1517
2139,869867030116257,7045178179,,t,2022-01-20 23:01:37.580564+05:30,2022-01-20 23:01:37.580579+05:30,1,,1982
2140,868325025362668,7045537128,,t,2022-01-20 23:01:37.581735+05:30,2022-01-20 23:01:37.58175+05:30,1,,1962
2141,868325025331267,7045116520,E20000197603027614408581,t,2022-01-20 23:01:37.582942+05:30,2022-01-20 23:01:37.582957+05:30,1,,1554
2142,868325025365901,7045540697,,t,2022-01-20 23:01:37.584045+05:30,2022-01-20 23:01:37.584059+05:30,1,,1546
2143,861074024339767,9819712614,E20000197603005615007E87,t,2022-01-20 23:01:37.585125+05:30,2022-01-20 23:01:37.58516+05:30,1,,1571
2144,861074024341078,9819671734,,t,2022-01-20 23:01:37.586233+05:30,2022-01-20 23:01:37.586247+05:30,1,,1542
2145,861074024343892,9819703047,,t,2022-01-20 23:01:37.58755+05:30,2022-01-20 23:01:37.587564+05:30,1,,1519
2146,861074024340179,9819704521,,t,2022-01-20 23:01:37.588643+05:30,2022-01-20 23:01:37.588657+05:30,1,,1541
2147,868325025369861,9819495732,,t,2022-01-20 23:01:37.589732+05:30,2022-01-20 23:01:37.589746+05:30,1,,1520
2148,868325025295090,9819528329,E2000019760302151120A8B9,t,2022-01-20 23:01:37.590792+05:30,2022-01-20 23:01:37.590806+05:30,1,,1570
2149,868325025366735,9819537401,E2000019760301211020B200,t,2022-01-20 23:01:37.591952+05:30,2022-01-20 23:01:37.591967+05:30,1,,1553
2150,868325025368152,9819573677,E20000197603008215007E58,t,2022-01-20 23:01:37.593083+05:30,2022-01-20 23:01:37.593097+05:30,1,,1552
2151,868325025256407,9819634767,E20000197603007315007E70,t,2022-01-20 23:01:37.594188+05:30,2022-01-20 23:01:37.594202+05:30,1,,1555
2152,861074024343017,9819715798,,t,2022-01-20 23:01:37.595257+05:30,2022-01-20 23:01:37.595272+05:30,1,,1547
2153,868325025295348,9819591481,,t,2022-01-20 23:01:37.596343+05:30,2022-01-20 23:01:37.596358+05:30,1,,1513
2154,869867030121265,7045183385,,t,2022-01-20 23:01:37.59761+05:30,2022-01-20 23:01:37.597625+05:30,1,,1540
2155,868325025291396,9819584732,E20000197603022214008A52,t,2022-01-20 23:01:37.598706+05:30,2022-01-20 23:01:37.598721+05:30,1,,1572
2156,868325025378797,9819517652,E2000019760302521120A884,t,2022-01-20 23:01:37.599792+05:30,2022-01-20 23:01:37.599807+05:30,1,,1573
2157,868325025412869,9819576132,,t,2022-01-20 23:01:37.600904+05:30,2022-01-20 23:01:37.600919+05:30,1,,1521
2158,868325025384217,9819626874,E2000019760301311020B1DD,t,2022-01-20 23:01:37.602131+05:30,2022-01-20 23:01:37.602145+05:30,1,,1574
2159,868325025375009,9819571381,E200001976030191143084AF,t,2022-01-20 23:01:37.603274+05:30,2022-01-20 23:01:37.6033+05:30,1,,1575
2160,868325025381106,9819505762,,t,2022-01-20 23:01:37.604403+05:30,2022-01-20 23:01:37.604417+05:30,1,,1522
2161,868325025291313,9819631274,,t,2022-01-20 23:01:37.605514+05:30,2022-01-20 23:01:37.605529+05:30,1,,1508
2162,869867030790283,9819649785,,t,2022-01-20 23:01:37.606805+05:30,2022-01-20 23:01:37.606819+05:30,1,,1963
2163,868325025366115,9819526025,,t,2022-01-20 23:01:37.607887+05:30,2022-01-20 23:01:37.607902+05:30,1,,1523
2164,868325022996625,9819668878,,t,2022-01-20 23:01:37.608948+05:30,2022-01-20 23:01:37.608962+05:30,1,,1525
2165,861074026780174,8291331974,,t,2022-01-20 23:01:37.610133+05:30,2022-01-20 23:01:37.610147+05:30,1,,1524
2166,868325025380926,9819678395,,t,2022-01-20 23:01:37.611234+05:30,2022-01-20 23:01:37.611248+05:30,1,,1526
2167,868325025295363,7045540295,E20000197603018015107BD6,t,2022-01-20 23:01:37.612287+05:30,2022-01-20 23:01:37.612324+05:30,1,,1576
2168,868325025291446,9819557751,E20000197603010515007E30,t,2022-01-20 23:01:37.613418+05:30,2022-01-20 23:01:37.613433+05:30,1,,1577
2169,869867030125373,7045179978,,t,2022-01-20 23:01:37.614508+05:30,2022-01-20 23:01:37.614522+05:30,1,,2034
2170,868325025358633,7045541020,E251446E6574000000003491,t,2022-01-20 23:01:37.615756+05:30,2022-01-20 23:01:37.61577+05:30,1,,2056
2171,869867030790267,7506840261,,t,2022-01-20 23:01:37.616832+05:30,2022-01-20 23:01:37.616845+05:30,1,,1507
2172,869867030116083,7045141646,,t,2022-01-20 23:01:37.617919+05:30,2022-01-20 23:01:37.617933+05:30,1,,1975
2173,868325025291388,7045539743,E251446E6574000000003584,t,2022-01-20 23:01:37.618955+05:30,2022-01-20 23:01:37.61897+05:30,1,,2015
2174,869867030116968,7045162661,,t,2022-01-20 23:01:37.620043+05:30,2022-01-20 23:01:37.620057+05:30,1,,1967
2175,868325025366792,9819541669,,t,2022-01-20 23:01:37.621092+05:30,2022-01-20 23:01:37.621106+05:30,1,,1527
2176,868325025255391,5755250039038,E20000197603008015107B08,t,2022-01-20 23:01:37.622253+05:30,2022-01-20 23:01:37.622268+05:30,1,,1579
2177,868325025373616,5755250039039,E20000197603009415107B27,t,2022-01-20 23:01:37.623363+05:30,2022-01-20 23:01:37.623378+05:30,1,,1580
2178,868325025358666,5755250039040,E20000197603008815007E47,t,2022-01-20 23:01:37.624575+05:30,2022-01-20 23:01:37.624589+05:30,1,,1581
2179,869867030790101,7506858486,,t,2022-01-20 23:01:37.625911+05:30,2022-01-20 23:01:37.625925+05:30,1,,1512
2180,868996034838995,5755250039143,,t,2022-01-20 23:01:37.627056+05:30,2022-01-20 23:01:37.627071+05:30,1,,1528
2181,868325025291354,9819550298,E251446E6574000000003518,t,2022-01-20 23:01:37.628197+05:30,2022-01-20 23:01:37.628212+05:30,1,,1801
2182,868325025350556,5755250039033,E251446E6574000000003121,t,2022-01-20 23:01:37.629363+05:30,2022-01-20 23:01:37.629378+05:30,1,,1792
2183,868325025344310,5755250039036,E251446E6574000000003109,t,2022-01-20 23:01:37.630598+05:30,2022-01-20 23:01:37.630613+05:30,1,,1793
2184,868325025358963,5755250039047,E251446E6574000000003117,t,2022-01-20 23:01:37.631679+05:30,2022-01-20 23:01:37.631693+05:30,1,,1794
2185,868325025378953,5755250039030,E251446E6574000000003495,t,2022-01-20 23:01:37.63278+05:30,2022-01-20 23:01:37.632795+05:30,1,,1803
2186,868325025366578,5755250039055,E251446E6574000000003105,t,2022-01-20 23:01:37.633942+05:30,2022-01-20 23:01:37.633957+05:30,1,,1790
2187,868325025366750,5755250039053,E251446E6574000000003115,t,2022-01-20 23:01:37.635149+05:30,2022-01-20 23:01:37.635163+05:30,1,,1788
2188,868325025373814,5755250039046,E251446E6574000000003119,t,2022-01-20 23:01:37.636224+05:30,2022-01-20 23:01:37.636238+05:30,1,,1789
2189,868325025291347,5755250039052,E251446E6574000000003122,t,2022-01-20 23:01:37.637356+05:30,2022-01-20 23:01:37.63737+05:30,1,,1802
2190,868996034836460,5755250039128,E251446E6574000000003116,t,2022-01-20 23:01:37.63846+05:30,2022-01-20 23:01:37.638474+05:30,1,,1583
2191,868325025368657,5755250039045,E20000197603024813908978,t,2022-01-20 23:01:37.639605+05:30,2022-01-20 23:01:37.639619+05:30,1,,1013
2192,868325025368012,5755250039037,E2000019760300881120A9C2,t,2022-01-20 23:01:37.640695+05:30,2022-01-20 23:01:37.640709+05:30,1,,1010
2193,868325025331259,5755250039061,E251446E6574000000003002,t,2022-01-20 23:01:37.641996+05:30,2022-01-20 23:01:37.64201+05:30,1,,1053
2194,868325025365315,5755250039031,E2000019760300360960BADB,t,2022-01-20 23:01:37.643158+05:30,2022-01-20 23:01:37.643173+05:30,1,,1056
2195,868325022921953,5755250039103,E2004144840100870940B696,t,2022-01-20 23:01:37.644408+05:30,2022-01-20 23:01:37.644423+05:30,1,,1011
2196,869867030121919,7045543250,,t,2022-01-20 23:01:37.645556+05:30,2022-01-20 23:01:37.645571+05:30,1,,2030
2197,868325025384035,9819564057,,t,2022-01-20 23:01:37.646702+05:30,2022-01-20 23:01:37.646716+05:30,1,,1187
2198,869309012633058,9819764412,,t,2022-01-20 23:01:37.647781+05:30,2022-01-20 23:01:37.647795+05:30,1,,1518
2199,869867030116497,7045152671,,t,2022-01-20 23:01:37.648929+05:30,2022-01-20 23:01:37.648944+05:30,1,,1966
2200,869867030790309,7045136342,,t,2022-01-20 23:01:37.650089+05:30,2022-01-20 23:01:37.650105+05:30,1,,2028
2201,868325025368830,9819568461,,t,2022-01-20 23:01:37.651172+05:30,2022-01-20 23:01:37.651186+05:30,1,,1589
